,0,1
13,反,"['HSK 4급 단어', '#/entry/zhko/19e6968357474fc1b92f26f495ccbbcc', '#/entry/zhko/fe2d68f506b44619b8664bcd03abaa34', 'HSK 5급 단어', '#/entry/zhko/5f1f9a1b63194159813836a5f185fffc', '#/entry/zhko/e69b8c50289348c88e6f930aeb6793d2', '#/entry/zhko/f7b27817a3ee4b069ecd69ac1c8f4d2b', '#/entry/zhko/8429e429170e415491801a4ef72838ad', '#/entry/zhko/4eef63f383db4805be6e6781ee77fc1a', 'HSK 6급 단어', '#/entry/zhko/8d354adcda124fd9b04afe17083f2503', '#/entry/zhko/8c73264d7df449448442aff449821d8f', '#/entry/zhko/9b9a50e78b3942b7a0ef9c0d9a93a2be', '#/entry/zhko/9b95947888ef4e61ae94492c0138e480', '#/entry/zhko/f9f8a7a8d2af46b29eb54adf5bf1f816', '#/entry/zhko/5f3d1e630c024692a52a9f82df80a9d5', '#/entry/zhko/74c97d3e8fde4adb9a33c59cded8a218', '#/entry/zhko/8c52e5f947e744918f3a73b1a2917e43', '#/entry/zhko/d6d9fefbf3dc4b51b343df00f827591e', '#/entry/zhko/f90955a57a6447a2a25494d9e548bc70']"
14,司,"['HSK 2급 단어', '#/entry/zhko/e7abb2cc380441f894ea2254dc1e9d39', 'HSK 3급 단어', '#/entry/zhko/94a90b93d5c149a6bbde4f7e548dd7a7', 'HSK 6급 단어', '#/entry/zhko/c9754e78340e48cdae4656e8bf83e1e3', '#/entry/zhko/7fc4087f6a9c41c1bbc29b15a62a234f']"
15,亮,"['HSK 6급 단어', '#/entry/zhko/5b73bbe678af4876871216c6d9931f0a']"
16,抓,"['HSK 5급 단어', '#/entry/zhko/b245e71b780a49c88379dfde7349acd0']"
17,跳,"['HSK 2급 단어', '#/entry/zhko/5c7044a0875e42e09a3c8b949c62f45e', 'HSK 6급 단어', '#/entry/zhko/837a564aa23d4d57841b521405fc45dd']"
18,联,"['HSK 4급 단어', '#/entry/zhko/95ff4629872543dba9afe9760334d710', '#/entry/zhko/e4a821e1c08345c6a28df14ce2501181', 'HSK 5급 단어', '#/entry/zhko/74277e08195d4c7a83aa8522572dd014', 'HSK 6급 단어', '#/entry/zhko/55ef27286b7f4c3e9cbba75f9089d630', '#/entry/zhko/5a1ef10c9cd2495dbdb0766a8b10eefd', '#/entry/zhko/4a52a67ca83e4244b76a5ca51469bc5b', '#/entry/zhko/53c29805d71b4187ba280721f2f26f6c', '#/entry/zhko/fcfaadc669fd463598103b82f0b84942']"
19,混,"['HSK 6급 단어', '#/entry/zhko/cd19d1619ace416f99e518ba2ca828dc', '#/entry/zhko/89ef79f1237e47c29a7d5e24f42a33bd', '#/entry/zhko/40aaded69311441790b51d825b527e0e']"
20,便,"['HSK 2급 단어', '#/entry/zhko/f5cdc040388f46aaae0f83bfe22c51ac', 'HSK 3급 단어', '#/entry/zhko/e3061e9e1d684ffeb3a7ca1fd00e6c32', 'HSK 4급 단어', '#/entry/zhko/3bec5045c9c645a2a4d8797af0156bf3', '#/entry/zhko/fcc5ceedd1e447509a2365caaa0d4ffe', 'HSK 6급 단어', '#/entry/zhko/0cbdde916d5d4cd78f07a277438c6418', '#/entry/zhko/e455539c09a04915942bd548599442c2', '#/entry/zhko/4ee7a9201d584187837e7648be8ebbe1', '#/entry/zhko/59b88d57dac84d1cb73df2876563d5d1', '#/entry/zhko/d25c88de987b4aa2ac277d8c3f195153']"
21,脑,"['HSK 1급 단어', '#/entry/zhko/619d46ddf5684c6dac0fd8e06fcfb2fe', 'HSK 5급 단어', '#/entry/zhko/4a805348dd654c6cb2120935d402dcba', 'HSK 6급 단어', '#/entry/zhko/4243d66559e04325a409a24f27f02368']"
22,歌,"['HSK 2급 단어', '#/entry/zhko/6e992861fc7346b2bd8915f64404b81f', 'HSK 6급 단어', '#/entry/zhko/590ba626269548e087bc036228b2ece9']"
23,精,"['HSK 4급 단어', '#/entry/zhko/d7344d0b956b4ef89147425eb54eec03', 'HSK 5급 단어', '#/entry/zhko/b54ec2733c2a4161a8101381b4e1d726', '#/entry/zhko/7acc5c2e75054c27a1bcf54fe1b83b69', '#/entry/zhko/1327a15f0c4442d2a134bcfb56c4b272', 'HSK 6급 단어', '#/entry/zhko/a044fca83bce4eed8ea08a372e107b41', '#/entry/zhko/f094ad0b9fcd4521abaf44d17464063f', '#/entry/zhko/1cc15e2beae342159f465e86a2abf5b9', '#/entry/zhko/c84d2d8b7bb64d46a9929f312ffbeacc', '#/entry/zhko/c8be5da670e04b9596a11efb0f469587', '#/entry/zhko/c9400c0c00b14aad8b89a5caa3fc6259', '#/entry/zhko/d39b4f9498ce42fb9202a6224d560c2a', '#/entry/zhko/39771ae1796746cc9640f0cb61ec0ca9', '#/entry/zhko/ca85aa3c6b2c420e9848ff1c7d0d0c09', '#/entry/zhko/fb07b037fa074891be501997a0481984', '#/entry/zhko/4b47197ef72441f8948c4c7950611319', '#/entry/zhko/5dc69d7382ad4f86bfd0f6da4690dbee', '#/entry/zhko/ecdc953440bb460ebafa02b9e381da52']"
24,包,"['HSK 3급 단어', '#/entry/zhko/4106abb820eb4c399bb7302c207e455f', 'HSK 4급 단어', '#/entry/zhko/a7cd18cde3fe4df888d4d621ffbb0190', 'HSK 5급 단어', '#/entry/zhko/372d049bc439402084f83594fb1007aa', 'HSK 6급 단어', '#/entry/zhko/803e27cadbf149a6bca96f058adc37b0', '#/entry/zhko/e40a1ed441fe4f66a7276eba764bc402', '#/entry/zhko/8b9cf56bb89a42e7806f742dc87c0d2c', '#/entry/zhko/09bf01524373409ea2382e0d60c0cd98', '#/entry/zhko/ecc6d77b821f416eac12d0bab1e89b83']"
25,却,"['HSK 6급 단어', '#/entry/zhko/faceb11bce28446db54a4a5e8aa99e92']"
26,参,"['HSK 3급 단어', '#/entry/zhko/8a5a921f86704ec5812efc4ba8229c1b', 'HSK 4급 단어', '#/entry/zhko/3554a28ac3b043ec8b4198e04f1d0136', 'HSK 5급 단어', '#/entry/zhko/d66648b2e0de452382325df71fd2f6a6', '#/entry/zhko/d2d2c7af4a8f416b93bba84192c65ec5', 'HSK 6급 단어', '#/entry/zhko/b06cbc35b4d240c89c644cce2efe4af8', '#/entry/zhko/9ece089ab3b04292a2dff0c0d4439945']"
27,院,"['HSK 1급 단어', '#/entry/zhko/0bd83da6eced4813944717659d809c15', 'HSK 6급 단어', '#/entry/zhko/8008268c876f4333a232acfe34b96fb8']"
28,嘴,"['HSK 6급 단어', '#/entry/zhko/6b5fe435f1634eee8d60e1c86d6409f2']"
29,毒,"['HSK 5급 단어', '#/entry/zhko/415126d576724b2e88721bf0ed6016ec', 'HSK 6급 단어', '#/entry/zhko/423df248cbc24799a2e346316e2a122b', '#/entry/zhko/7543b67245954f74a1052ba675dd1a79']"
30,越,"['HSK 6급 단어', '#/entry/zhko/4e4eccd73e304605bb6459e88e38fdcf', '#/entry/zhko/b1becaecbff94e74839ab66c56b31d24', '#/entry/zhko/e8d4e1f3605c4f4893e190be890dd224', '#/entry/zhko/908fcc7e04094286b3d1b9a1d4e1a098']"
31,律,"['HSK 5급 단어', '#/entry/zhko/a66eb38b01d84ead909846a618272a62', '#/entry/zhko/19fd6946ded24e38bcc7ea466ebe575a', '#/entry/zhko/8bfc1bbb34a545e08da000b0ab3cfac8', 'HSK 6급 단어', '#/entry/zhko/6a9067bc780c458bb16292cb2e57c9e4']"
32,费,"['HSK 4급 단어', '#/entry/zhko/09bdf642380847e0a7253c2fd475043e', '#/entry/zhko/d74de5ea912845599a80200c055724da', 'HSK 5급 단어', '#/entry/zhko/e5a06090386b456191d09d7737a6bb8e', 'HSK 6급 단어', '#/entry/zhko/9a03d682fd344c17bc7282c014f198f5', '#/entry/zhko/b3475102e6c9496dbc5e648664c50b91']"
33,科,"['HSK 4급 단어', '#/entry/zhko/d05848afc6b64e99989c923dffe1abfb', 'HSK 5급 단어', '#/entry/zhko/9c8258ff7b1b491da7726c80a6612464', '#/entry/zhko/82da2a4c1a0e4266bd0204c669896a5e', 'HSK 6급 단어', '#/entry/zhko/872a132da6154d8ab7b724e0c73addfc']"
34,麻,"['HSK 4급 단어', '#/entry/zhko/55b09196da184f1583616b11d986241f', 'HSK 6급 단어', '#/entry/zhko/c789c5a37a994c0898adc772339281c1', '#/entry/zhko/673a275e6d184504baa82eecd24a2a67', '#/entry/zhko/8dd42eb9eb24439e958dd4ad6b0eec92']"
35,简,"['HSK 3급 단어', '#/entry/zhko/2aaa11e6d7744cb7aa918d8f1ebec66b', 'HSK 5급 단어', '#/entry/zhko/10b26c51ef28447f97b656f20b075232', '#/entry/zhko/3b8a869f49e24ba58bf6a09d9f5b6828', 'HSK 6급 단어', '#/entry/zhko/1cc15e2beae342159f465e86a2abf5b9', '#/entry/zhko/dc42725bd7f54ab09ce24c9ca3db9aa6', '#/entry/zhko/f8a597660722485dbc44efd03ed0d3f7', '#/entry/zhko/ff71a76aa79345de98fe33a850132a8f']"
36,易,"['HSK 3급 단어', '#/entry/zhko/51c4a5e448d44edfa344868789f3038b', 'HSK 5급 단어', '#/entry/zhko/ae22c0f3ae324f5fba34ed28b5757321', '#/entry/zhko/7a52dd913e5d478e8946c0c49efee6f5', 'HSK 6급 단어', '#/entry/zhko/fb9c3d54e3ca42d989338c0ab2c45409']"
37,流,"['HSK 4급 단어', '#/entry/zhko/fefa98a783e84fa0a3cb3de4928c87a3', '#/entry/zhko/e876f975534a47d4b799f559d4eb538f', '#/entry/zhko/bdf90b7909f74e45a9500bdc833a034a', 'HSK 5급 단어', '#/entry/zhko/90392b09469e42858c3f3881ce9c873a', '#/entry/zhko/f495dec582b1429b8b6c9871fae4eaf5', '#/entry/zhko/5673a1b437494b2e8f795d44d0010c37', 'HSK 6급 단어', '#/entry/zhko/767daf8fffd940509b8443ca26e30271', '#/entry/zhko/9eeadb829f564d6fb03b035fee784dfd', '#/entry/zhko/75e8021492c6481bb1ee68193b1ff2ee', '#/entry/zhko/88f599e7f9304b74bf4ad7e970d31ae8', '#/entry/zhko/ab0d748a2a1046b7ba9060466ffbd83e', '#/entry/zhko/cf851cd4d8ad4e5e8e98d7de80e82027', '#/entry/zhko/0a1f49c8edc54ff4a70af92945289bff', '#/entry/zhko/569a101b00d1415fb1c447cca59a2ac4', '#/entry/zhko/8061ef53bf3746c7a4dff3648418675b']"
38,治,"['HSK 5급 단어', '#/entry/zhko/252d076b3e61444f93c38493a9803936', 'HSK 6급 단어', '#/entry/zhko/317c3ad3f9c94f42b33b4f946c9fa9f3', '#/entry/zhko/405fe7a438d745249be2258ee2002415', '#/entry/zhko/893c620ae05c47f38d85450647a3f0df', '#/entry/zhko/079bd25ae8ff4a87bf371b556e481596']"
39,唱,"['HSK 2급 단어', '#/entry/zhko/6e992861fc7346b2bd8915f64404b81f']"
40,答,"['HSK 3급 단어', '#/entry/zhko/b85c1be598984ac98d5e170cc987a978', 'HSK 4급 단어', '#/entry/zhko/1c9b39c972804e359058e6a36dd79f5f', 'HSK 6급 단어', '#/entry/zhko/7c90b93602784aa5a7c5569e2f25194e', '#/entry/zhko/f0a1bfa5bcfa440d97467f51fccf6541', '#/entry/zhko/46af7dcd07184178a3a4e17a5e115960']"
41,划,"['HSK 4급 단어', '#/entry/zhko/4a867792892545d2808a82a98b7ac3b8', 'HSK 6급 단어', '#/entry/zhko/45a5bb8847984132a1c7943c215de6ab', '#/entry/zhko/f1dfb3d82260454cb7bff650f124883c', '#/entry/zhko/d40d7b7eb9934c329729bf3336b4c43e']"
42,控,"['HSK 5급 단어', '#/entry/zhko/8ad7538869d742e0afe1343106a2eabc', 'HSK 6급 단어', '#/entry/zhko/c503ba52120b48f2b23f0fefd9d0b239']"
43,卖,"['HSK 6급 단어', '#/entry/zhko/219567f027ea4645b70be08a07fd393f', '#/entry/zhko/1317efd72c9f4eb390e7f983dcf93c5f']"
44,显,"['HSK 5급 단어', '#/entry/zhko/b6d62e047f5c4b31a855ea7281bdc991', '#/entry/zhko/314ff0f6679f4130baf9e41d078b9411', '#/entry/zhko/7b306b651b6149148dbee771b8c75dfa', '#/entry/zhko/818e5523094a4504af7b947af8460d29', 'HSK 6급 단어', '#/entry/zhko/c65a3cc3b06e452dae73746dec7ef511']"
45,监,"['HSK 6급 단어', '#/entry/zhko/0e1fd65062c54602a2e2b37e6a60191c', '#/entry/zhko/44cef65aff97445885ca0484fe84d977', '#/entry/zhko/5d31d759684542f89f53a45b01bcc864']"
46,半,"['HSK 6급 단어', '#/entry/zhko/682762eef7634007bd4483272b8a4c58']"
47,图,"['HSK 3급 단어', '#/entry/zhko/16a829be07634588a612f5cfee1f4823', '#/entry/zhko/223141acbea548e4800aa63aedbef0fc', 'HSK 6급 단어', '#/entry/zhko/149621f556ae41eca553dc36956e88f0', '#/entry/zhko/1ec59254d8ce4f14b8e1ec57d1463738']"
48,语,"['HSK 1급 단어', '#/entry/zhko/65ca3028dbc8492e945ae7b184db3e8f', 'HSK 4급 단어', '#/entry/zhko/ae1d1d2e20e94f1b85fb6c50ca57b42c', '#/entry/zhko/2d6161c0db7f4ec78defcdd07db4f3bf', '#/entry/zhko/ec26caeffe734156a2e742006ba3b2f9', 'HSK 5급 단어', '#/entry/zhko/f9ceeb984ba248d8b0a86e420ae2dfc0', '#/entry/zhko/1fafc499a1694072b7bfef2c84f2b7a5', 'HSK 6급 단어', '#/entry/zhko/0977c2745f9840e19f5c84860303601d', '#/entry/zhko/65b69fbb71cf427ea1dd677681a9a06b']"
49,付,"['HSK 4급 단어', '#/entry/zhko/633ba0d1bd8b4f728be012f5b9adf165', 'HSK 5급 단어', '#/entry/zhko/3fb336d054194122936826655ac2f9b7']"
50,热,"['HSK 3급 단어', '#/entry/zhko/da7e449846714966a4898ba2c25e00f0', 'HSK 4급 단어', '#/entry/zhko/e7119795af5543f4961f60b41efa8718', 'HSK 5급 단어', '#/entry/zhko/4a0008aaf84248e2b8f5b8c460fd18e1', '#/entry/zhko/d1fc1a3162304316bc24e679bbbd4af6', '#/entry/zhko/a7cb9c4480aa49e0a7e59ec63c63eec6', 'HSK 6급 단어', '#/entry/zhko/63f9e23ec57d46338012b1b6d6f96e2e', '#/entry/zhko/779d4d0d1ba34130a081c966c9d8f9e4', '#/entry/zhko/31687c413f3a42f8ae0064134ea70c9d']"
51,排,"['HSK 4급 단어', '#/entry/zhko/0072b8a2c9a7413cab5a4f455b3aee7f', '#/entry/zhko/0e57870cd28c4ae7b44a7ebd214edc91', '#/entry/zhko/e05f480fd12b449984c79d2657b87d73', 'HSK 6급 단어', '#/entry/zhko/d0e4996cc6a644afb17bfd67f914e44b', '#/entry/zhko/596b736dbb5a44dc97e05bcb41d12162', '#/entry/zhko/a7deca50f69c40a1943980e1ff06df63', '#/entry/zhko/d911969dbd8d4b4cb10eadda42227d56']"
52,敢,"['HSK 4급 단어', '#/entry/zhko/c3cbaecf76924ec79d90f9f981767b30', 'HSK 6급 단어', '#/entry/zhko/79482016092045e3849b3009d23606dc']"
53,油,"['HSK 4급 단어', '#/entry/zhko/ef2c97b7831f47ac887b72150eec7c8f', 'HSK 5급 단어', '#/entry/zhko/644d878d2469436792bdd245232b0878', '#/entry/zhko/bd19dedcc6e541f7a63768fb087a81ca', '#/entry/zhko/e9b6459c56294716bb1e8c93aab5d1d4', 'HSK 6급 단어', '#/entry/zhko/755c4aefc649443b90905f101cf66ab9', '#/entry/zhko/51e39082372d4fa782e2ebff3a17b285', '#/entry/zhko/daf46ff6d8164200aae5b82dda3d47fc', '#/entry/zhko/1cd65fc5dcb9464abe839fac06f3e440']"
54,餐,"['HSK 4급 단어', '#/entry/zhko/e9eb6803357a44b0ba5c6a94e588f333']"
55,破,"['HSK 5급 단어', '#/entry/zhko/e593e10b0ab64251bf475cc107a7c791', '#/entry/zhko/fac848c37c2c4be38f36262e6c67545f', 'HSK 6급 단어', '#/entry/zhko/424695fc56fd492d91579579e3646c20', '#/entry/zhko/f34f9cc2d972423fbfdc5f1994ebba33']"
56,引,"['HSK 4급 단어', '#/entry/zhko/c2b8e7864bc44ec0a943619f75ae8033', '#/entry/zhko/a6c6058d1fba417181e744e7ad32417a', 'HSK 6급 단어', '#/entry/zhko/aba52af324ed4a86888f5ead90b4595a', '#/entry/zhko/4b231e6c447a49b0adb47fd63484eb81']"
57,择,"['HSK 3급 단어', '#/entry/zhko/20d168c7afd34d38b99e29f2c8ea9f35', 'HSK 6급 단어', '#/entry/zhko/9dd3cefb1a28464a80202e5d7bf88ba8']"
58,疑,"['HSK 4급 단어', '#/entry/zhko/491eb9de01fc4c3d9985c658dbbdaa4c', 'HSK 5급 단어', '#/entry/zhko/a9b9d483679b4e8a85a4b5e890ce7ae4', 'HSK 6급 단어', '#/entry/zhko/1aeb0198cdf04817b9bd39472dff3614', '#/entry/zhko/e8f79ce055bd418993263233707b7f5a', '#/entry/zhko/766e28baaf404f6ba0c0c46d8d136ab4']"
59,赶,"['HSK 5급 단어', '#/entry/zhko/6d238b15ecf74dfd896f0d14b596823c', '#/entry/zhko/0f946baaf7684c8081814d0a4498d8a0']"
60,独,"['HSK 5급 단어', '#/entry/zhko/522caf4eb10a4cd6831b0d7e1b954dfa', '#/entry/zhko/b12ac35948cb4ab3aee4d87cba60ec3c', '#/entry/zhko/477a07a6d582488e95646fb7cf26d612', 'HSK 6급 단어', '#/entry/zhko/260d07783eb04fff94494f1846c17e42', '#/entry/zhko/99e97497eddb4bb8b10ca7d780231ffe', '#/entry/zhko/f92529679a564108ae6ac56774d60c7f', '#/entry/zhko/31c5ce9c0f3c41218c6b3f016074713c']"
61,冷,"['HSK 4급 단어', '#/entry/zhko/119e7c9980fe4e7e8220abe5f72fdbc5', 'HSK 5급 단어', '#/entry/zhko/eb17ad0648424d70b7032ce18d9cd1ef', 'HSK 6급 단어', '#/entry/zhko/61d965eef0b64505aef99be7a695cd00', '#/entry/zhko/783da14555e54227bff84594431b2af8', '#/entry/zhko/faceb11bce28446db54a4a5e8aa99e92']"
62,妹,"['HSK 2급 단어', '#/entry/zhko/8b67fc030679430690139fbaceddbee9']"
63,皮,"['HSK 3급 단어', '#/entry/zhko/5d897b4936b74dd4862b605792bde7e2', 'HSK 4급 단어', '#/entry/zhko/b2aacf039e964a58b45cf4ac985aa609', '#/entry/zhko/4dff05fed1d34715be71ae8463608f85', 'HSK 5급 단어', '#/entry/zhko/2f2c1b69fb664084ba26ebb8dc77c98f', 'HSK 6급 단어', '#/entry/zhko/8d3fc2b6961c423e8fd53e61bb53b49c']"
64,存,"['HSK 5급 단어', '#/entry/zhko/2cdbc28bb78a49658b0c87e8583f6189', 'HSK 6급 단어', '#/entry/zhko/e18ab53fec8c4ba4bac179881693b6c4', '#/entry/zhko/b86154dfd9ba4d3fa326b02bd5adb7de']"
65,练,"['HSK 3급 단어', '#/entry/zhko/1a790d549eb441df8c725ec86a333838', 'HSK 5급 단어', '#/entry/zhko/22c98c9e9164482796eb2a27e2cf2142', '#/entry/zhko/ed0d734dd3dd4c43862442c37e5fa72f', '#/entry/zhko/9106c0a791f147cab5846edd9eee7efa', 'HSK 6급 단어', '#/entry/zhko/d0e4996cc6a644afb17bfd67f914e44b', '#/entry/zhko/d3f73b7890494b0fad3aa16a37d4a76b']"
66,娘,"['HSK 5급 단어', '#/entry/zhko/d79e83ba05634488877bd5668fc02dd0', 'HSK 6급 단어', '#/entry/zhko/7f56730ec6f046e68f4c6b37fff09127', '#/entry/zhko/3610ca724fde43b4b25434b435bfaf71']"
67,顿,"['HSK 6급 단어', '#/entry/zhko/f385fcc708c24b18bd5dd92616b2d0e6', '#/entry/zhko/08075e898af94f5f8335db911a759ed5', '#/entry/zhko/2e73be0b7ef2419d9f2ae97550245a35']"
68,断,"['HSK 4급 단어', '#/entry/zhko/68543136d3a8483f9b0da61f1e56c472', 'HSK 5급 단어', '#/entry/zhko/e1edcebe59334bfab14fb51ea82646cf', 'HSK 6급 단어', '#/entry/zhko/6549e1cc368140389bf3677601063692', '#/entry/zhko/e0d8c4b6f0f74238a5369a502a81915a', '#/entry/zhko/81a0aff6475c4df1a574b8870c971bcf', '#/entry/zhko/1a86e9470acd48c8b11e525b5b35f921']"
69,制,"['HSK 5급 단어', '#/entry/zhko/8ad7538869d742e0afe1343106a2eabc', '#/entry/zhko/8e0dd672a67943f881a5987e8759c5e1', '#/entry/zhko/56127394e0a5415fb9e73edd2cb21a1d', '#/entry/zhko/b30b653933cb45fea059e6220905c245', '#/entry/zhko/94b55a5cb7d44c00b3700c46e76196a4', 'HSK 6급 단어', '#/entry/zhko/08b4eb7cf5bf473baacf0a380e5218d0', '#/entry/zhko/3c24d57a331644dfb0a68998f4c5777c', '#/entry/zhko/6a1837872ab94cdbbc071e39449e0db5', '#/entry/zhko/04c179253fe84d5b85fdf08ff7391c20', '#/entry/zhko/3ffe5d571d754bee910fa3b46712c439', '#/entry/zhko/8200033a95a748b4b5653600dd8ff27a', '#/entry/zhko/88739dad289244d795042b6d008bbb1f', '#/entry/zhko/0975922ae97241df92e28974ef6b8519', '#/entry/zhko/29a6d6a5c2a443aba43a888a00f7ea41', '#/entry/zhko/8afa1e8f1de54bcb97d12e18301d8649']"
70,文,"['HSK 3급 단어', '#/entry/zhko/e052e7a87f8c4c0cb5c384efa96c8286', '#/entry/zhko/e5000d4b7f6042efaaaecc9f8147b5df', 'HSK 4급 단어', '#/entry/zhko/aacd859539d44621a49cafa5e3e07ae0', 'HSK 5급 단어', '#/entry/zhko/df28d699fdc54085bfc3bdab1fc3a8bc', '#/entry/zhko/05b9dd6e15db482680dcd7dd7cc59cc7', '#/entry/zhko/4e9d5fb1b3f74297b60541b6af6652dd', '#/entry/zhko/c3c34f19c34e4a858a7bb201641b978a', '#/entry/zhko/0afa75a105624d64b13a8b695ad0a09d', '#/entry/zhko/d0d2636edb0145e9bdad18510b45bef4', 'HSK 6급 단어', '#/entry/zhko/3b1188c3c0ff492f89667bc8565a4846', '#/entry/zhko/157c47a8a5eb44bb8e6a54229653e59d', '#/entry/zhko/a2de0cc41c224033bc8c8c701a7f5f06', '#/entry/zhko/fa680f6ef6e14c4a977c17bacc29450a', '#/entry/zhko/9c228b57185f4febbc8421e77f6c6e8f', '#/entry/zhko/e574fb5d9a8343f3a092adc1510d4e80', '#/entry/zhko/d506c446ea61448aa30b61555235480f', '#/entry/zhko/f23d6fda33ca4d8291b74c0fa5577c1a']"
71,探,"['HSK 6급 단어', '#/entry/zhko/b818e40f31484429854e304726d27519', '#/entry/zhko/7f485ce83a7645bdbd8097fce928caa6', '#/entry/zhko/83dfcf13daaa4e3e9e78a82f9a721f6a', '#/entry/zhko/fdb764e589064575a8af5f77f5144b13', '#/entry/zhko/25700b291ce54de3942c5a84f85a68a9', '#/entry/zhko/d2246d8b1dea4f208292530e51ae9eec']"
